CONTRATO	PLAN	FECHA ACTIVACION	FECHA BAJA
9914728	 974.29 	23/07/17	19/01/18
12147890	 364.84 	30/07/17	26/01/18
12149186	 364.84 	30/07/17	26/01/18
12148731	 364.84 	30/07/17	26/01/18
12146121	 242.96 	30/07/17	26/01/18
7237159	 527.37 	06/07/17	01/01/18
12151345	 446.11 	31/07/17	26/01/18
9374390	 446.11 	21/07/17	16/01/18
12152405	 405.48 	31/07/17	26/01/18
12151894	 324.22 	31/07/17	26/01/18
12152956	 324.22 	31/07/17	26/01/18
12089431	 324.22 	15/07/17	10/01/18
12159533	 324.22 	01/08/17	26/01/18
12094353	 283.59 	17/07/17	11/01/18
9861144	 527.37 	11/07/17	04/01/18
12165796	 527.36 	03/08/17	27/01/18
12164826	 364.85 	03/08/17	27/01/18
9619659	 486.74 	18/07/17	10/01/18
12092268	 324.22 	16/07/17	06/01/18
12179464	 242.96 	08/08/17	29/01/18
12180121	 1,055.54 	08/08/17	28/01/18
12174128	 446.11 	06/08/17	26/01/18
5229191	 405.48 	19/07/17	07/01/18
7019977	 364.85 	13/07/17	01/01/18
12184683	 283.59 	09/08/17	28/01/18
9528662	 893.03 	01/08/17	19/01/18
405598	 250.25 	10/08/17	28/01/18
9418028	 974.28 	09/08/17	26/01/18
412421	 1,170.90 	13/08/17	30/01/18
397934	 333.95 	07/08/17	24/01/18
402797	 250.25 	09/08/17	26/01/18
396953	 166.55 	07/08/17	24/01/18
9476167	 486.74 	22/07/17	07/01/18
9482655	 405.48 	08/08/17	24/01/18
5023776	 364.85 	06/08/17	22/01/18
12102336	 242.96 	19/07/17	04/01/18
410455	 417.64 	12/08/17	28/01/18
387706	 417.64 	02/08/17	18/01/18
410812	 333.95 	12/08/17	28/01/18
398635	 250.25 	08/08/17	24/01/18
12144831	 364.84 	29/07/17	13/01/18
9183174	 324.22 	04/08/17	19/01/18
9944120	 324.22 	29/07/17	13/01/18
10203279	 242.96 	29/07/17	13/01/18
407991	 250.25 	11/08/17	26/01/18
408416	 250.25 	12/08/17	26/01/18
9856910	 283.59 	22/07/17	04/01/18
418236	 501.34 	15/08/17	28/01/18
407397	 250.25 	11/08/17	24/01/18
7157015	 364.85 	01/08/17	13/01/18
12132957	 283.59 	27/07/17	08/01/18
9205486	 1,218.06 	05/08/17	16/01/18
9683473	 811.77 	11/08/17	22/01/18
12202581	 324.22 	15/08/17	26/01/18
11802542	 405.48 	28/07/17	07/01/18
9775036	 1,055.54 	23/07/17	01/01/18
9802704	 608.62 	23/07/17	01/01/18
12143033	 364.84 	29/07/17	07/01/18
12142854	 324.22 	29/07/17	07/01/18
434400	 250.25 	21/08/17	30/01/18
5281799	 608.62 	14/08/17	22/01/18
5281751	 608.62 	14/08/17	22/01/18
7140243	 446.11 	30/07/17	07/01/18
9922361	 364.85 	14/08/17	22/01/18
7150836	 324.22 	03/08/17	10/01/18
7066459	 242.96 	09/08/17	16/01/18
12202073	 242.96 	15/08/17	22/01/18
5038559	 324.22 	23/08/17	29/01/18
4746488	 811.77 	11/08/17	16/01/18
12208265	 242.96 	17/08/17	22/01/18
9897395	 974.28 	12/08/17	16/01/18
12166398	 324.22 	03/08/17	07/01/18
10287384	 446.11 	10/08/17	13/01/18
12231848	 405.48 	25/08/17	28/01/18
10285387	 283.59 	29/07/17	01/01/18
9129171	 283.59 	30/07/17	01/01/18
5398634	 974.28 	22/08/17	22/01/18
4208408	 568.00 	04/08/17	04/01/18
12234769	 446.11 	26/08/17	26/01/18
12214243	 405.48 	19/08/17	19/01/18
12163071	 324.22 	02/08/17	02/01/18
9726715	 324.22 	01/08/17	01/01/18
428655	 200.03 	19/08/17	19/01/18
12188594	 1,218.06 	11/08/17	10/01/18
12208272	 1,136.80 	17/08/17	16/01/18
9817202	 1,055.54 	27/08/17	26/01/18
12208197	 811.77 	17/08/17	16/01/18
12195977	 649.25 	14/08/17	13/01/18
12171807	 649.25 	05/08/17	04/01/18
12209892	 446.11 	17/08/17	16/01/18
12209045	 446.11 	17/08/17	16/01/18
12217148	 446.11 	20/08/17	19/01/18
12179409	 405.48 	08/08/17	07/01/18
12215692	 405.48 	20/08/17	19/01/18
12226748	 405.48 	23/08/17	22/01/18
12188673	 405.48 	11/08/17	10/01/18
12170742	 405.48 	05/08/17	04/01/18
12237746	 405.48 	27/08/17	26/01/18
12206998	 405.48 	17/08/17	16/01/18
12217434	 364.85 	20/08/17	19/01/18
12217899	 364.85 	20/08/17	19/01/18
12188023	 364.85 	11/08/17	10/01/18
12188940	 364.85 	11/08/17	10/01/18
12172031	 364.85 	05/08/17	04/01/18
12181116	 364.85 	08/08/17	07/01/18
12208084	 324.22 	17/08/17	16/01/18
12198787	 324.22 	14/08/17	13/01/18
12161782	 324.22 	02/08/17	01/01/18
12198975	 324.22 	14/08/17	13/01/18
12216160	 324.22 	20/08/17	19/01/18
12163570	 324.22 	02/08/17	01/01/18
12172483	 324.22 	05/08/17	04/01/18
12163232	 324.22 	02/08/17	01/01/18
12206458	 324.22 	17/08/17	16/01/18
12164723	 324.22 	03/08/17	02/01/18
12237411	 324.22 	27/08/17	26/01/18
12217032	 283.59 	20/08/17	19/01/18
12180555	 283.59 	08/08/17	07/01/18
12209519	 283.59 	17/08/17	16/01/18
12225008	 283.59 	23/08/17	22/01/18
12217367	 283.59 	20/08/17	19/01/18
12171456	 283.59 	05/08/17	04/01/18
12209219	 283.59 	17/08/17	16/01/18
12190265	 242.96 	11/08/17	10/01/18
12190120	 242.96 	11/08/17	10/01/18
12206768	 242.96 	17/08/17	16/01/18
12163023	 242.96 	02/08/17	01/01/18
12198927	 242.96 	14/08/17	13/01/18
12216587	 242.96 	20/08/17	19/01/18
12196849	 242.96 	14/08/17	13/01/18
12161752	 242.96 	02/08/17	01/01/18
12190137	 242.96 	11/08/17	10/01/18
9487114	 161.70 	14/08/17	13/01/18
12239925	 1,218.06 	28/08/17	26/01/18
12202553	 1,136.80 	15/08/17	13/01/18
12193389	 1,136.80 	12/08/17	10/01/18
12184624	 974.28 	09/08/17	07/01/18
12229362	 974.28 	24/08/17	22/01/18
12181864	 811.77 	09/08/17	07/01/18
12240754	 730.51 	28/08/17	26/01/18
12238996	 649.25 	28/08/17	26/01/18
12190967	 649.25 	11/08/17	09/01/18
12211747	 568.00 	18/08/17	16/01/18
12166208	 568.00 	03/08/17	01/01/18
12211654	 446.11 	18/08/17	16/01/18
12211801	 446.11 	18/08/17	16/01/18
12192619	 446.11 	12/08/17	10/01/18
12227546	 405.48 	24/08/17	22/01/18
12173476	 405.48 	06/08/17	04/01/18
12172817	 364.85 	06/08/17	04/01/18
12201160	 324.22 	15/08/17	13/01/18
12202106	 324.22 	15/08/17	13/01/18
12238521	 324.22 	28/08/17	26/01/18
12174658	 324.22 	06/08/17	04/01/18
12217711	 324.22 	20/08/17	18/01/18
12217591	 324.22 	20/08/17	18/01/18
12183704	 324.22 	09/08/17	07/01/18
12192785	 324.22 	12/08/17	10/01/18
12202259	 324.22 	15/08/17	13/01/18
12192107	 324.22 	12/08/17	10/01/18
12173146	 324.22 	06/08/17	04/01/18
12190866	 324.22 	11/08/17	09/01/18
12173575	 324.22 	06/08/17	04/01/18
12218042	 324.22 	20/08/17	18/01/18
12218161	 324.22 	20/08/17	18/01/18
12228632	 324.22 	24/08/17	22/01/18
12166326	 283.59 	03/08/17	01/01/18
12202529	 283.59 	15/08/17	13/01/18
12193258	 417.64 	12/08/17	10/01/18
12190355	 242.96 	11/08/17	09/01/18
12190062	 242.96 	11/08/17	09/01/18
12199161	 242.96 	14/08/17	12/01/18
12217325	 242.96 	20/08/17	18/01/18
12200080	 242.96 	15/08/17	13/01/18
12217444	 242.96 	20/08/17	18/01/18
12220552	 242.96 	21/08/17	19/01/18
12174132	 242.96 	06/08/17	04/01/18
12184653	 242.96 	09/08/17	07/01/18
12231346	 1,136.80 	25/08/17	22/01/18
12175595	 1,136.80 	07/08/17	04/01/18
12231424	 1,136.80 	25/08/17	22/01/18
12244386	 811.77 	29/08/17	26/01/18
12231373	 811.77 	25/08/17	22/01/18
12224183	 649.25 	22/08/17	19/01/18
12224054	 486.74 	22/08/17	19/01/18
12223639	 486.74 	22/08/17	19/01/18
12206183	 446.11 	16/08/17	13/01/18
12231014	 405.48 	25/08/17	22/01/18
12244552	 405.48 	29/08/17	26/01/18
12205240	 405.48 	16/08/17	13/01/18
12187196	 364.85 	10/08/17	07/01/18
12206216	 364.85 	16/08/17	13/01/18
12201561	 364.85 	15/08/17	12/01/18
12201301	 364.85 	15/08/17	12/01/18
12169240	 324.22 	04/08/17	01/01/18
12176105	 324.22 	07/08/17	04/01/18
12176926	 324.22 	07/08/17	04/01/18
12177892	 324.22 	07/08/17	04/01/18
12212753	 324.22 	18/08/17	15/01/18
12214918	 324.22 	19/08/17	16/01/18
12212913	 324.22 	18/08/17	15/01/18
12185801	 324.22 	10/08/17	07/01/18
12214653	 283.59 	19/08/17	16/01/18
12195114	 283.59 	13/08/17	10/01/18
12204867	 283.59 	16/08/17	13/01/18
12187560	 242.96 	10/08/17	07/01/18
12168368	 242.96 	04/08/17	01/01/18
12205019	 242.96 	16/08/17	13/01/18
12222965	 242.96 	22/08/17	19/01/18
12230295	 242.96 	25/08/17	22/01/18
12176007	 242.96 	07/08/17	04/01/18
12177324	 242.96 	07/08/17	04/01/18
12232858	 242.96 	25/08/17	22/01/18
12195370	 1,136.80 	13/08/17	09/01/18
12194368	 1,136.80 	13/08/17	09/01/18
12174747	 1,136.80 	06/08/17	02/01/18
9341117	 974.28 	08/08/17	04/01/18
12249221	 405.48 	30/08/17	26/01/18
12214637	 405.48 	19/08/17	15/01/18
12205135	 364.85 	16/08/17	12/01/18
12184148	 364.85 	09/08/17	05/01/18
4595047	 364.85 	11/08/17	07/01/18
12183606	 364.85 	09/08/17	05/01/18
12193848	 324.22 	13/08/17	09/01/18
12193678	 324.22 	13/08/17	09/01/18
12184469	 324.22 	09/08/17	05/01/18
12184456	 324.22 	09/08/17	05/01/18
12205464	 324.22 	16/08/17	12/01/18
12184642	 324.22 	09/08/17	05/01/18
12174764	 242.96 	06/08/17	02/01/18
12223021	 242.96 	22/08/17	18/01/18
12194516	 242.96 	13/08/17	09/01/18
12174696	 242.96 	06/08/17	02/01/18
12194381	 242.96 	13/08/17	09/01/18
12173768	 242.96 	06/08/17	02/01/18
12173952	 242.96 	06/08/17	02/01/18
12199960	 1,136.80 	15/08/17	10/01/18
12255074	 1,136.80 	31/08/17	26/01/18
12255761	 1,136.80 	31/08/17	26/01/18
9896204	 649.25 	18/08/17	13/01/18
12177481	 649.25 	07/08/17	02/01/18
12228741	 486.74 	24/08/17	19/01/18
12228746	 486.74 	24/08/17	19/01/18
12186767	 405.48 	10/08/17	05/01/18
12218107	 405.48 	20/08/17	15/01/18
9778370	 324.22 	15/08/17	10/01/18
12176406	 324.22 	07/08/17	02/01/18
12176746	 324.22 	07/08/17	02/01/18
12187116	 324.22 	10/08/17	05/01/18
12207527	 242.96 	17/08/17	12/01/18
12204383	 1,136.80 	16/08/17	10/01/18
11278439	 811.77 	22/08/17	16/01/18
12231147	 649.25 	25/08/17	19/01/18
10996766	 568.00 	22/08/17	16/01/18
12188968	 405.48 	11/08/17	05/01/18
10964517	 405.48 	01/09/17	26/01/18
12231961	 405.48 	25/08/17	19/01/18
12232109	 405.48 	25/08/17	19/01/18
12186897	 324.22 	10/08/17	04/01/18
12259511	 324.22 	01/09/17	26/01/18
12232830	 324.22 	25/08/17	19/01/18
9121696	 242.96 	01/09/17	26/01/18
12233998	 405.48 	26/08/17	19/01/18
9593316	 974.28 	12/08/17	04/01/18
425638	 250.25 	17/08/17	09/01/18
12187275	 893.03 	10/08/17	01/01/18
12252768	 527.36 	31/08/17	22/01/18
9877846	 283.59 	22/08/17	12/01/18
451495	 417.64 	28/08/17	18/01/18
453064	 333.95 	28/08/17	18/01/18
10441936	 486.74 	02/09/17	22/01/18
434468	 333.95 	21/08/17	10/01/18
434534	 250.25 	21/08/17	10/01/18
454630	 200.03 	29/08/17	18/01/18
7242959	 1,055.54 	07/09/17	26/01/18
5009789	 405.48 	23/08/17	11/01/18
7391486	 364.85 	28/08/17	16/01/18
12214785	 324.22 	19/08/17	07/01/18
7136733	 324.22 	13/08/17	01/01/18
458661	 417.64 	30/08/17	18/01/18
436980	 417.64 	22/08/17	10/01/18
449984	 333.95 	27/08/17	15/01/18
449827	 333.95 	27/08/17	15/01/18
450145	 333.95 	27/08/17	15/01/18
450265	 250.25 	27/08/17	15/01/18
459125	 250.25 	30/08/17	18/01/18
459417	 250.25 	30/08/17	18/01/18
12233928	 1,218.06 	26/08/17	13/01/18
12225393	 1,136.80 	23/08/17	10/01/18
12235772	 730.51 	26/08/17	13/01/18
6958927	 324.22 	20/08/17	07/01/18
442111	 417.64 	24/08/17	11/01/18
442158	 417.64 	24/08/17	11/01/18
441579	 417.64 	24/08/17	11/01/18
460145	 333.95 	31/08/17	18/01/18
441285	 333.95 	24/08/17	11/01/18
462991	 250.25 	31/08/17	18/01/18
441876	 250.25 	24/08/17	11/01/18
461830	 250.25 	31/08/17	18/01/18
462134	 250.25 	31/08/17	18/01/18
462003	 166.55 	31/08/17	18/01/18
10169978	 1,136.80 	11/09/17	28/01/18
10258240	 1,136.80 	11/09/17	28/01/18
7240115	 446.11 	09/09/17	26/01/18
6976694	 283.59 	02/09/17	19/01/18
9085402	 242.96 	02/09/17	19/01/18
478058	 417.64 	05/09/17	22/01/18
475893	 417.64 	05/09/17	22/01/18
484116	 417.64 	07/09/17	24/01/18
484245	 417.64 	07/09/17	24/01/18
444647	 417.64 	25/08/17	11/01/18
444658	 417.64 	25/08/17	11/01/18
444667	 417.64 	25/08/17	11/01/18
444792	 417.64 	25/08/17	11/01/18
442613	 417.64 	25/08/17	11/01/18
489788	 333.95 	09/09/17	26/01/18
478069	 200.03 	05/09/17	22/01/18
500609	 250.25 	13/09/17	30/01/18
477652	 333.95 	05/09/17	22/01/18
482340	 250.25 	07/09/17	24/01/18
491256	 250.25 	09/09/17	26/01/18
465725	 250.25 	01/09/17	18/01/18
482598	 250.25 	07/09/17	24/01/18
491194	 333.95 	09/09/17	26/01/18
497221	 250.25 	11/09/17	28/01/18
502168	 250.25 	13/09/17	30/01/18
476967	 250.25 	05/09/17	22/01/18
12135198	 1,033.62 	28/07/17	14/02/18
3152288	 602.59 	09/08/17	08/02/18
172785	 645.68 	03/10/17	14/02/18
4774368	 387.07 	13/09/17	13/02/18
7392256	 387.07 	16/09/17	14/02/18
8884196	 688.79 	07/08/17	27/02/18
4992147	 343.97 	26/07/17	06/02/18
5173440	 602.59 	29/08/17	14/02/18
5238768	 387.06 	31/10/17	20/02/18
5260631	 430.17 	24/08/17	20/02/18
5324527	 430.17 	21/08/17	11/02/18
5324555	 430.17 	24/08/17	11/02/18
5372025	 473.27 	13/07/17	05/02/18
9866727	 602.59 	12/08/17	20/02/18
9562848	 387.06 	07/12/17	20/02/18
6629899	 387.07 	25/09/17	23/02/18
8394153	 1,119.82 	08/09/17	15/02/18
6657432	 473.28 	09/08/17	08/02/18
9561949	 516.38 	17/08/17	08/02/18
6840912	 387.07 	02/08/17	05/02/18
6840973	 387.07 	02/08/17	05/02/18
7066037	 559.48 	14/09/17	14/02/18
7189862	 387.07 	13/09/17	20/02/18
7232151	 430.17 	07/08/17	02/02/18
7977920	 430.17 	10/09/17	20/02/18
8058726	 1,033.62 	30/09/17	20/02/18
8059235	 1,033.62 	01/10/17	20/02/18
9638015	 257.76 	01/08/17	08/02/18
8278132	 516.38 	01/08/17	02/02/18
8357181	 430.17 	20/10/17	23/02/18
8359584	 430.17 	20/10/17	23/02/18
9491915	 343.97 	23/07/17	12/02/18
8458641	 257.76 	16/07/17	07/02/18
9032849	 300.86 	26/08/17	02/02/18
9070396	 300.86 	13/08/17	17/02/18
9322753	 473.28 	18/09/17	02/02/18
9333533	 257.76 	22/08/17	05/02/18
9333793	 387.07 	02/08/17	05/02/18
9344982	 1,119.82 	04/08/17	08/02/18
9345678	 473.28 	05/09/17	08/02/18
9354440	 1,033.63 	29/07/17	11/02/18
9917957	 430.17 	13/09/17	11/02/18
9577538	 430.17 	08/08/17	23/02/18
9407752	 257.76 	09/08/17	02/02/18
9444405	 249.14 	08/08/17	02/02/18
9495037	 473.27 	12/10/17	11/02/18
9495189	 473.27 	12/10/17	11/02/18
9496024	 688.79 	18/08/17	11/02/18
9501014	 343.96 	15/11/17	01/02/18
9501077	 343.96 	15/11/17	01/02/18
9506820	 257.76 	06/08/17	20/02/18
9508936	 430.17 	14/08/17	11/02/18
12294545	 1,206.03 	16/09/17	11/02/18
12296037	 861.21 	17/09/17	11/02/18
9514281	 430.17 	14/09/17	14/02/18
9519548	 387.07 	29/08/17	14/02/18
9522728	 257.76 	07/08/17	17/02/18
9533364	 343.97 	11/08/17	20/02/18
9536140	 430.17 	25/07/17	20/02/18
9556676	 1,119.81 	15/10/17	20/02/18
9592876	 387.07 	14/08/17	02/02/18
9606007	 947.41 	14/08/17	02/02/18
9598544	 430.17 	12/07/17	02/02/18
9612262	 430.17 	05/09/17	08/02/18
9618891	 645.69 	18/09/17	08/02/18
9628621	 430.17 	28/09/17	11/02/18
9633932	 602.59 	18/08/17	11/02/18
9650790	 343.96 	06/10/17	14/02/18
9662559	 775.00 	13/10/17	28/02/18
9680472	 1,119.82 	04/09/17	20/02/18
9719296	 516.38 	12/09/17	02/02/18
9730528	 257.75 	11/10/17	20/02/18
9990484	 343.96 	11/10/17	20/02/18
9733542	 1,033.63 	20/07/17	02/02/18
9763894	 430.17 	19/10/17	08/02/18
9763967	 861.21 	10/08/17	11/02/18
9764485	 1,033.62 	18/08/17	11/02/18
9769774	 430.17 	18/07/17	11/02/18
9773003	 387.07 	01/09/17	11/02/18
9893875	 343.97 	05/09/17	11/02/18
9773510	 430.17 	03/10/17	11/02/18
9781225	 473.27 	03/10/17	11/02/18
9774619	 861.21 	12/09/17	11/02/18
9782453	 343.97 	24/07/17	19/02/18
9789461	 861.21 	12/08/17	17/02/18
9840860	 1,033.62 	11/08/17	25/02/18
10218501	 1,033.62 	29/08/17	25/02/18
9841982	 343.97 	04/09/17	25/02/18
9888227	 300.86 	29/08/17	11/02/18
12242924	 300.86 	29/08/17	11/02/18
9903225	 645.68 	06/10/17	20/02/18
9938966	 1,206.03 	13/09/17	23/02/18
9970902	 300.86 	14/10/17	02/02/18
12179564	 257.76 	08/08/17	02/02/18
10012727	 343.96 	09/10/17	28/02/18
10020828	 430.17 	04/08/17	11/02/18
10052189	 473.28 	29/09/17	17/02/18
10052309	 473.28 	30/09/17	17/02/18
10097992	 559.48 	19/10/17	25/02/18
10128318	 473.27 	24/07/17	08/02/18
10150244	 430.17 	20/01/18	15/02/18
10186269	 1,206.03 	11/10/17	14/02/18
10165160	 1,206.03 	12/10/17	14/02/18
10227295	 516.38 	04/08/17	14/02/18
10213823	 343.97 	18/08/17	14/02/18
10350863	 430.17 	21/10/17	14/02/18
10189211	 473.27 	31/10/17	15/02/18
10191619	 430.17 	21/08/17	20/02/18
10192665	 430.17 	21/08/17	20/02/18
10230261	 387.06 	12/10/17	22/02/18
10250086	 1,292.24 	04/08/17	02/02/18
10279056	 473.28 	05/09/17	08/02/18
10310418	 430.17 	15/08/17	14/02/18
12201054	 343.97 	15/08/17	23/02/18
10525373	 602.59 	02/08/17	11/02/18
10580392	 602.59 	05/09/17	25/02/18
10727807	 300.86 	16/10/17	09/02/18
10619840	 257.76 	27/09/17	02/02/18
10667080	 343.97 	09/09/17	28/02/18
11131136	 206.03 	09/09/17	28/02/18
10748966	 343.96 	04/10/17	05/02/18
10823276	 206.03 	08/10/17	25/02/18
10864307	 257.76 	01/09/17	23/02/18
10907655	 257.76 	08/09/17	14/02/18
11165651	 387.06 	26/10/17	17/02/18
11070610	 430.17 	29/10/17	17/02/18
12144367	 688.79 	29/07/17	17/02/18
12312423	 473.28 	25/09/17	17/02/18
11277792	 343.96 	02/11/17	25/02/18
11312245	 775.00 	02/10/17	05/02/18
11320819	 257.76 	25/09/17	05/02/18
11383457	 947.41 	30/09/17	20/02/18
11426465	 947.41 	30/09/17	20/02/18
11596571	 947.41 	30/09/17	20/02/18
11592226	 947.41 	07/10/17	20/02/18
11445685	 257.76 	30/09/17	02/02/18
11768553	 257.76 	30/09/17	02/02/18
12335667	 861.20 	03/10/17	02/02/18
12201146	 257.76 	15/08/17	08/02/18
12292025	 1,206.03 	15/09/17	23/02/18
12082310	 257.76 	14/07/17	02/02/18
11813455	 343.96 	03/11/17	08/02/18
12309669	 343.97 	24/09/17	11/02/18
12152780	 343.96 	31/07/17	11/02/18
12153304	 343.96 	31/07/17	11/02/18
12169167	 257.76 	04/08/17	17/02/18
12232341	 559.48 	25/08/17	08/02/18
12366911	 430.17 	17/10/17	20/02/18
12056753	 387.06 	07/07/17	02/02/18
12066235	 387.06 	10/07/17	05/02/18
12066884	 516.38 	10/07/17	05/02/18
12080094	 257.76 	13/07/17	08/02/18
12086717	 257.76 	15/07/17	03/02/18
12090842	 343.96 	16/07/17	11/02/18
12092357	 343.96 	16/07/17	11/02/18
12104725	 343.96 	19/07/17	14/02/18
12451148	 430.17 	17/11/17	20/02/18
12114884	 343.96 	22/07/17	17/02/18
12123440	 257.76 	25/07/17	20/02/18
12124818	 387.06 	25/07/17	20/02/18
12125421	 343.96 	25/07/17	20/02/18
12134735	 257.76 	28/07/17	23/02/18
12137797	 1,206.03 	28/07/17	23/02/18
12145813	 430.17 	30/07/17	25/02/18
12146181	 257.76 	30/07/17	22/02/18
12147972	 473.28 	30/07/17	25/02/18
12149480	 473.28 	30/07/17	25/02/18
12152152	 257.76 	31/07/17	25/02/18
12154609	 387.06 	31/07/17	14/02/18
12159531	 430.17 	01/08/17	25/02/18
12160424	 300.86 	01/08/17	25/02/18
12160007	 343.97 	01/08/17	25/02/18
12160328	 343.97 	01/08/17	25/02/18
12165122	 300.86 	03/08/17	02/02/18
12165701	 473.28 	03/08/17	02/02/18
12165840	 257.76 	03/08/17	02/02/18
12165959	 343.97 	03/08/17	02/02/18
12166176	 343.97 	03/08/17	02/02/18
12169928	 343.97 	04/08/17	02/02/18
12170966	 300.86 	05/08/17	02/02/18
12172110	 473.28 	05/08/17	02/02/18
12173061	 257.76 	06/08/17	02/02/18
12173892	 300.86 	06/08/17	02/02/18
12174492	 257.76 	06/08/17	02/02/18
12174612	 300.86 	06/08/17	02/02/18
12174768	 343.97 	06/08/17	02/02/18
12175552	 430.17 	07/08/17	02/02/18
12287603	 602.59 	14/09/17	02/02/18
12180036	 430.17 	08/08/17	05/02/18
12181395	 430.17 	08/08/17	05/02/18
12182365	 343.97 	09/08/17	05/02/18
12182714	 300.86 	09/08/17	05/02/18
12184414	 257.76 	09/08/17	23/02/18
12185395	 387.07 	10/08/17	05/02/18
12185472	 343.97 	10/08/17	05/02/18
12185711	 343.97 	10/08/17	11/02/18
12186921	 430.17 	10/08/17	05/02/18
12187276	 257.76 	10/08/17	05/02/18
12189104	 257.76 	11/08/17	08/02/18
12189841	 430.17 	11/08/17	08/02/18
12295260	 343.97 	17/09/17	08/02/18
12190230	 300.86 	11/08/17	08/02/18
12190705	 300.86 	11/08/17	08/02/18
12191311	 343.97 	12/08/17	08/02/18
12194554	 257.76 	13/08/17	08/02/18
12200741	 343.97 	15/08/17	11/02/18
12291378	 343.97 	15/09/17	11/02/18
12203370	 300.86 	16/08/17	21/02/18
12206832	 387.07 	17/08/17	17/02/18
12207494	 300.86 	17/08/17	14/02/18
12208172	 430.17 	17/08/17	14/02/18
12209343	 430.17 	17/08/17	14/02/18
12209594	 300.86 	17/08/17	14/02/18
12211038	 257.76 	18/08/17	16/02/18
12213700	 430.17 	19/08/17	14/02/18
12214433	 387.07 	19/08/17	14/02/18
12214608	 257.76 	19/08/17	14/02/18
12314639	 257.76 	26/09/17	14/02/18
12215543	 387.07 	19/08/17	14/02/18
12215796	 343.97 	20/08/17	17/02/18
12216756	 257.76 	20/08/17	17/02/18
12216896	 343.97 	20/08/17	17/02/18
12217947	 343.97 	20/08/17	17/02/18
12218126	 257.76 	20/08/17	17/02/18
12219328	 516.38 	21/08/17	17/02/18
12219516	 516.38 	21/08/17	17/02/18
12221190	 645.69 	21/08/17	17/02/18
12222990	 430.17 	22/08/17	17/02/18
12226179	 300.86 	23/08/17	28/02/18
12228513	 430.17 	24/08/17	20/02/18
12231350	 300.86 	25/08/17	28/02/18
12232887	 688.79 	25/08/17	20/02/18
12235637	 343.97 	26/08/17	23/02/18
12237099	 430.17 	27/08/17	28/02/18
12239959	 300.86 	28/08/17	23/02/18
12260336	 473.28 	01/09/17	27/02/18
12267193	 516.38 	05/09/17	02/02/18
12269855	 257.76 	06/09/17	02/02/18
12270793	 688.79 	06/09/17	02/02/18
12270977	 688.79 	06/09/17	02/02/18
12275028	 430.17 	08/09/17	05/02/18
12275137	 430.17 	08/09/17	05/02/18
12275085	 343.97 	08/09/17	05/02/18
12278793	 473.28 	10/09/17	05/02/18
12280061	 430.17 	11/09/17	08/02/18
12280816	 559.48 	11/09/17	08/02/18
12280943	 430.17 	11/09/17	08/02/18
12282874	 343.97 	12/09/17	08/02/18
12282955	 430.17 	12/09/17	08/02/18
12286122	 473.28 	13/09/17	08/02/18
12287174	 516.38 	14/09/17	27/02/18
12287853	 1,206.03 	14/09/17	09/02/18
12287905	 257.76 	14/09/17	11/02/18
12288078	 257.76 	14/09/17	11/02/18
12292497	 387.07 	15/09/17	11/02/18
12292545	 257.76 	15/09/17	11/02/18
12294171	 387.07 	16/09/17	11/02/18
12294960	 300.86 	17/09/17	14/02/18
12295080	 300.86 	17/09/17	14/02/18
12296255	 300.86 	17/09/17	14/02/18
12296354	 300.86 	17/09/17	14/02/18
12303821	 516.38 	21/09/17	17/02/18
12303907	 516.38 	21/09/17	17/02/18
12304744	 430.17 	21/09/17	17/02/18
12304925	 430.17 	21/09/17	17/02/18
12310013	 300.86 	24/09/17	20/02/18
12311972	 861.21 	25/09/17	20/02/18
12311776	 861.21 	25/09/17	19/02/18
12313261	 430.17 	26/09/17	22/02/18
12316420	 473.28 	27/09/17	23/02/18
12325446	 430.17 	29/09/17	25/02/18
12331883	 516.37 	01/10/17	28/02/18
12331785	 516.37 	01/10/17	23/02/18
12376793	 688.79 	21/10/17	28/02/18
12367382	 688.79 	17/10/17	23/02/18
12332100	 300.86 	01/10/17	28/02/18
12345559	 473.27 	08/10/17	15/02/18
4091085	 947.41 	24/08/17	20/02/18
7427757	 645.68 	04/10/17	11/02/18
9702292	 516.38 	20/07/17	11/02/18
12587561	 645.68 	30/12/17	26/02/18
12587563	 300.86 	30/12/17	26/02/18
12659395	 947.41 	26/01/18	14/02/18
12671668	 947.41 	29/01/18	14/02/18
12671670	 947.41 	29/01/18	14/02/18
12671672	 947.41 	29/01/18	14/02/18
12671674	 947.41 	29/01/18	14/02/18
12671676	 947.41 	29/01/18	14/02/18
12671678	 947.41 	29/01/18	14/02/18
12671681	 947.41 	29/01/18	14/02/18
12178425	 300.86 	08/08/17	20/02/18
12178426	 473.28 	08/08/17	20/02/18
12178428	 473.28 	08/08/17	20/02/18
12178430	 473.28 	08/08/17	20/02/18
12178432	 473.28 	08/08/17	20/02/18
12178434	 300.86 	08/08/17	20/02/18
12178435	 300.86 	08/08/17	20/02/18
12178436	 300.86 	08/08/17	20/02/18
12199433	 947.41 	14/08/17	11/02/18
12199437	 947.41 	14/08/17	11/02/18
12199441	 947.41 	14/08/17	11/02/18
12199444	 947.41 	14/08/17	11/02/18
12199446	 947.41 	14/08/17	11/02/18
12199450	 947.41 	14/08/17	11/02/18
12304802	 1,292.24 	21/09/17	11/02/18
12304805	 1,292.24 	21/09/17	11/02/18
